id,category,sub_category,name,district,address,lat,lng,google_coordinates,phone,business_hours,description,tags,google_map_url,notes,google_matched_name
SPOT-YL-055,觀光景點,歷史建築,莿桐樹仔腳天主堂 (聖若瑟堂),莿桐鄉,647雲林縣莿桐鄉樹仔腳路156號,23.7795385,120.5192661,"23.7795385, 120.5192661",05-5842045,日間開放,雲林最悠久天主堂之一，磚造洗石子典雅莊嚴，彩繪玻璃透光迷人。,"百年天主堂, 哥德洋風建築, 彩繪玻璃, 雲林最早教堂","https://www.google.com/maps/search/?api=1&query=23.7795385,120.5192661",創立於1890年，為雲林天主教發源地；入內參觀請尊重宗教禮儀。,財團法人天主教會嘉義教區饒平大聖若瑟朝聖地(Shuzijiao Catholic Church)
SPOT-YL-056,觀光景點,彩繪聚落,二崙湳仔鐵道彩繪村,二崙鄉,649雲林縣二崙鄉湳仔路,23.751199,120.413003,"23.751199, 120.413003",05-5982001,全天開放,將台糖五分車運蔗鐵道與詔安客家生活彩繪於聚落牆面，充滿懷舊記憶。,"台糖五分車壁畫, 3D立體互動彩繪, 詔安客家彩繪","https://www.google.com/maps/search/?api=1&query=23.751199,120.413003",村內彩繪融入古早農具與運蔗台車3D立體視角，好拍好玩。,二崙鐵道彩繪
SPOT-YL-057,觀光景點,歷史建築,二崙故事屋,二崙鄉,649雲林縣二崙鄉中山路102號,23.7704358,120.4132209,"23.7704358, 120.4132209",05-5989480,週三至週日 09:00–17:00 (週一二休),日治二崙分駐所警察宿舍修復，推廣客家文學、歷史繪本與老街巡禮。,"原二崙分駐所派出所, 日治木造建築, 客家文化推廣","https://www.google.com/maps/search/?api=1&query=23.7704358,120.4132209",為詔安客家鄉鎮推動客語讀本與在地故事之文化小聚落。,二崙故事屋(Erlun Story House)
SPOT-YL-058,觀光景點,休閒農業,林內農會教芋部 ＆ 芋頭田,林內鄉,643雲林縣林內鄉烏麻村烏麻拔34號,23.7593165,120.616684,"23.7593165, 120.616684",05-5892002,09:00–17:00 (週二休),以林內特產檳榔心芋為主題之推廣館，提供採芋體驗與濃郁甜品。,"檳榔心芋, 現煮芋頭冰淇淋, 拔芋頭體驗, 濁水溪灌溉","https://www.google.com/maps/search/?api=1&query=23.7593165,120.616684",以濁水溪泥灌溉聞名，口感綿密；現場必嘗手工芋圓剉冰。,雲林縣林內鄉
SPOT-YL-059,觀光景點,歷史古蹟,林內神社 (林內公園與鳥居),林內鄉,643雲林縣林內鄉公園路,23.753817,120.615421,"23.753817, 120.615421",05-5892001,全天開放,昭和年間林內神社遺址，保留鳥居、石燈籠與石階，登頂俯瞰田園。,"日治神社遺構, 巨大紅色鳥居, 石燈籠參道, 紫斑蝶季","https://www.google.com/maps/search/?api=1&query=23.753817,120.615421",保留兩座完整鳥居與參道；每年春季（3~4月）為紫斑蝶遷徙熱點。,林內神社第三鳥居
SPOT-YL-060,觀光景點,自然景觀,林內落羽松秘境 (九芎落羽松),林內鄉,643雲林縣林內鄉九芎村乾溪水圳旁,23.750396,120.6048266,"23.750396, 120.6048266",無,全天開放,數百棵落羽松排列於灌溉水渠旁，秋冬由黃轉紅，倒映水中如夢似幻。,"水上落羽松, 歐洲森林風情, 冬季漸層變色, 拍照聖地","https://www.google.com/maps/search/?api=1&query=23.750396,120.6048266",每年11月至翌年1月為最美期；位處鄉間小路注意勿阻礙農機。,九芎村落羽松祕境
SPOT-YL-061,觀光景點,產業文化,大埤酸菜文化館,大埤鄉,631雲林縣大埤鄉民生路665號,23.6305838,120.4136461,"23.6305838, 120.4136461",05-5915904,08:00–16:00 (週一二休),展示大埤鄉百年芥菜醃製歷史，介紹自然日曬發酵與酸菜料理。,"酸菜故鄉, 巨大醃漬木桶, 古法發酵製程, 特色料理","https://www.google.com/maps/search/?api=1&query=23.6305838,120.4136461",大埤供應全台85%酸菜；展出壯觀大型醃酸菜木桶與古法解說。,大埤酸菜文化館
SPOT-YL-062,觀光景點,歷史古蹟,大埤三山國王廟 (縣定古蹟),大埤鄉,631雲林縣大埤鄉大埤頭路,23.6270671,120.4218084,"23.6270671, 120.4218084",05-5912440,06:00–21:00,清嘉慶年間建立，為保存最完整之三山國王古廟，石雕彩繪極具價值。,"縣定古蹟, 客家移民信仰, 精雕石柱, 兩百年古廟","https://www.google.com/maps/search/?api=1&query=23.6270671,120.4218084",正殿保存嘉慶古匾與精緻青斗石雕龍柱，為客家開墾見證。,大埤大和街三仙亭(三山國王)
SPOT-YL-063,觀光景點,鐵道歷史,斗南火車站 ＆ 他里霧文化園區,斗南鎮,630雲林縣斗南鎮南昌路17號,23.6739587,120.4813354,"23.6739587, 120.4813354",05-5962007,週三至週日 09:00–17:00 (週一二休),鐵道重鎮，保留舊倉庫群改建為他里霧文化園區，提供繪本與展覽。,"日治火車站, 糖鐵倉庫群, 他里霧繪本館, 環境教育館","https://www.google.com/maps/search/?api=1&query=23.6739587,120.4813354",斗南車站為日治斜屋頂洋風車站；倉庫群整合為親子繪本電影館。,他里霧文化園區
SPOT-YL-064,觀光景點,彩繪藝術,斗南石龜溪 熊貓彩繪村,斗南鎮,630雲林縣斗南鎮石龜里,23.6408119,120.4831925,"23.6408119, 120.4831925",05-5972001,全天開放,將竹林產業記憶結合3D貓熊彩繪，巷弄處處可見生動熊貓壁畫。,"3D可愛熊貓彩繪, 貓熊竹林立體壁畫, 石龜火車站","https://www.google.com/maps/search/?api=1&query=23.6408119,120.4831925",早期以竹編聞名，因而以竹林中的熊貓為主題進行聚落彩繪。,石龜溪熊貓彩繪村
SPOT-YL-065,觀光景點,宗教文化,四湖海清宮 (包公祖廟),四湖鄉,654雲林縣四湖鄉三崙村海清路93號,23.6569253,120.1534614,"23.6569253, 120.1534614",05-7721005,05:00–21:30,清乾隆年間建廟，奉祀閻羅天子包青天，整座廟殿依宋代宮殿建造。,"全台包公祖廟, 閻羅天子包青天, 仿古森嚴殿宇, 濱海名廟","https://www.google.com/maps/search/?api=1&query=23.6569253,120.1534614",全台包公信仰發源地；正殿全以巨大原木花崗石精雕，氣勢磅礴。,三條崙海清宮
SPOT-YL-066,觀光景點,休閒農遊,四湖萇弘農產 (百合花/南瓜隧道),四湖鄉,654雲林縣四湖鄉溪尾村,23.6192054,120.2100824,"23.6192054, 120.2100824",0912-345678,08:00–17:00,春季盛開萬朵孤挺花與潔白鐵砲百合花海，搭配造型南瓜隧道。,"孤挺花海, 鐵砲百合花田, 造型南瓜綠色隧道","https://www.google.com/maps/search/?api=1&query=23.6192054,120.2100824",每年3~5月為百合花與孤挺花盛開期；南瓜隧道果實纍纍。,四湖鄉農會肥料湖寮代銷處
SPOT-YL-067,觀光景點,濱海親水,三條崙海水浴場 ＆ 風箏衝浪基地,四湖鄉,654雲林縣四湖鄉三崙村海清路底,23.6598956,120.1538699,"23.6598956, 120.1538699",05-7872001,全天開放,海水浴場轉型為國際級風箏衝浪基地與木麻黃防風林休閒步道。,"風箏衝浪聖地, 防風林親水步道, 濱海夕陽, 海洋運動","https://www.google.com/maps/search/?api=1&query=23.6598956,120.1538699",秋冬季風強勁，為風箏衝浪玩家聖地；戲水注意潮汐安全。,三條崙海水浴場
SPOT-YL-068,觀光景點,宗教文化,東勢賜安宮,東勢鄉,635雲林縣東勢鄉賜安路1號,23.6743741,120.2543276,"23.6743741, 120.2543276",05-6991045,06:00–21:00,東勢歷史悠久之信仰中心，主祀三山國王，見證早年拓墾開荒歷史。,"三山國王古廟, 東勢信仰中心, 廟宇彩繪石雕, 祈福平安","https://www.google.com/maps/search/?api=1&query=23.6743741,120.2543276",宮廟為全鄉信仰樞紐，周邊街區匯聚道地鵝肉與蒜頭特產美食。,雲林東勢厝賜安宮 三山國王
SPOT-YL-069,觀光景點,精緻農業,東勢月眉蝴蝶蘭花園,東勢鄉,635雲林縣東勢鄉月眉村,23.6855129,120.288288,"23.6855129, 120.288288",05-6993120,08:30–17:00,利用現代化溫室智能環控技術培育頂級蝴蝶蘭，展現外銷實力。,"外銷蝴蝶蘭, 溫室智能栽培, 雲林農業奇蹟, 花藝鑑賞","https://www.google.com/maps/search/?api=1&query=23.6855129,120.288288",全年生產各品種冠軍級蝴蝶蘭，提供溫室賞花與盆花選購。,東勢月眉月興宮
SPOT-YL-070,觀光景點,產業公園,麥寮台塑六輕阿媽公園,麥寮鄉,638雲林縣麥寮鄉台塑工業園區1號,23.77812,120.21125,"23.77812, 120.21125",05-6812345,08:00–17:30,六輕園區內紀念公園，結合江南庭園水景與綠化植栽。,"填海造陸奇蹟, 紀念創辦人母親, 錦鯉水塘, 綠化林園","https://www.google.com/maps/search/?api=1&query=23.77812,120.21125",參觀需於門口警衛室配合登記；內部庭園造景優美雅緻。,麥寮台塑六輕阿媽公園
