站點代碼,站點名稱,行政區,站點類型,緯度(Latitude),經度(Longitude),位置與周邊地標,提供車款,租借方式,費率與優惠,營運狀態,網站小卡文案簡介,特色標籤,Google地圖連結
MOOVO-YL-047,建國一村眷村文化園區,虎尾鎮,觀光休閒,23.719875,120.418762,建國一村入口服務中心旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於建國一村眷村文化園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.719875,120.418762"
MOOVO-YL-048,虎尾糖廠冰品部 / 同心公園,虎尾鎮,觀光休閒,23.702987,120.436214,中山路與民主三路口（同心公園入口）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾糖廠冰品部 / 同心公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.702987,120.436214"
MOOVO-YL-049,虎尾鐵橋 / 糖鐵五分車站,虎尾鎮,觀光休閒,23.701234,120.437891,中山路底虎尾鐵橋步道起點,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾鐵橋 / 糖鐵五分車站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.701234,120.437891"
MOOVO-YL-050,虎尾鎮公所,虎尾鎮,機關醫療,23.705432,120.428765,勝利路66號（公所廣場旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾鎮公所，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.705432,120.428765"
MOOVO-YL-051,虎尾鎮立圖書館 / 體育場,虎尾鎮,學校文教,23.708945,120.439812,光明路124號（圖書館前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾鎮立圖書館 / 體育場，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.708945,120.439812"
MOOVO-YL-052,臺大醫院雲林分院虎尾院區,虎尾鎮,機關醫療,23.731456,120.438765,學府路99號（臺大醫院正門口）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於臺大醫院雲林分院虎尾院區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.731456,120.438765"
MOOVO-YL-053,虎尾若瑟醫院,虎尾鎮,機關醫療,23.706781,120.431234,新生路74號（若瑟醫院側門旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾若瑟醫院，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.706781,120.431234"
MOOVO-YL-054,國立虎尾高級中學,虎尾鎮,學校文教,23.712345,120.438912,光復路222號（虎尾高中校門前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於國立虎尾高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.712345,120.438912"
MOOVO-YL-055,國立虎尾高級農工職業學校,虎尾鎮,學校文教,23.704123,120.429876,博愛路65號（虎尾農工大門）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於國立虎尾高級農工職業學校，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.704123,120.429876"
MOOVO-YL-056,虎尾國中,虎尾鎮,學校文教,23.714512,120.431234,安慶里虎尾國中旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.714512,120.431234"
MOOVO-YL-057,東仁國中,虎尾鎮,學校文教,23.707812,120.445678,東仁路東仁國中校門前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於東仁國中，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.707812,120.445678"
MOOVO-YL-058,興隆毛巾觀光工廠,虎尾鎮,觀光休閒,23.722894,120.449123,埒內里84-1號（觀光工廠大門口）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於興隆毛巾觀光工廠，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.722894,120.449123"
MOOVO-YL-059,頂溪社區屋頂上的貓彩繪村,虎尾鎮,觀光休閒,23.728912,120.456781,頂溪里貓屋彩繪公園旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於頂溪社區屋頂上的貓彩繪村，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.728912,120.456781"
MOOVO-YL-060,持法媽祖宮,虎尾鎮,宗教社區,23.731234,120.456781,頂溪里西園46號（持法媽祖宮前廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於持法媽祖宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.731234,120.456781"
MOOVO-YL-061,虎尾德興宮(王爺廟),虎尾鎮,宗教社區,23.708123,120.435678,中正路1號（德興宮廟埕）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾德興宮(王爺廟)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.708123,120.435678"
MOOVO-YL-062,虎尾圓環,虎尾鎮,觀光休閒,23.707891,120.433412,虎尾地標圓環（素還真雕像旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾圓環，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.707891,120.433412"
MOOVO-YL-063,家樂福虎尾店,虎尾鎮,購物商圈,23.706123,120.430123,立仁路家樂福入口停車場,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於家樂福虎尾店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,購物商圈","https://www.google.com/maps/search/?api=1&query=23.706123,120.430123"
MOOVO-YL-064,全聯虎尾林森店,虎尾鎮,購物商圈,23.711234,120.430891,林森路二段全聯福利中心前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於全聯虎尾林森店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,購物商圈","https://www.google.com/maps/search/?api=1&query=23.711234,120.430891"
MOOVO-YL-065,全聯虎尾文化店,虎尾鎮,購物商圈,23.703412,120.437123,文化路全聯旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於全聯虎尾文化店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,購物商圈","https://www.google.com/maps/search/?api=1&query=23.703412,120.437123"
MOOVO-YL-066,虎尾驛(旅客服務中心),虎尾鎮,觀光休閒,23.703123,120.435123,中山路64號（虎尾驛前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於虎尾驛(旅客服務中心)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.703123,120.435123"
MOOVO-YL-067,涌翠閣(日式建築),虎尾鎮,觀光休閒,23.709123,120.441234,水源路涌翠閣園區旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於涌翠閣(日式建築)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.709123,120.441234"
MOOVO-YL-068,中科虎尾園區行政大樓,虎尾鎮,機關醫療,23.733412,120.428912,科虎路中科園區服務處,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於中科虎尾園區行政大樓，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.733412,120.428912"
MOOVO-YL-069,大屯國小,虎尾鎮,學校文教,23.689812,120.414512,大屯路大屯國小前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於大屯國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.689812,120.414512"
MOOVO-YL-070,埒內活動中心,虎尾鎮,宗教社區,23.722145,120.448765,埒內里活動中心前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,虎尾鎮重要MOOVO租借點，位於埒內活動中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,虎尾鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.722145,120.448765"
MOOVO-YL-071,斗南火車站前站,斗南鎮,交通轉運,23.679123,120.481234,中山路與延平路一段口（站前廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南火車站前站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,交通轉運","https://www.google.com/maps/search/?api=1&query=23.679123,120.481234"
MOOVO-YL-072,斗南火車站後站,斗南鎮,交通轉運,23.680123,120.482891,南昌路後站出口旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南火車站後站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,交通轉運","https://www.google.com/maps/search/?api=1&query=23.680123,120.482891"
MOOVO-YL-073,斗南順安宮(斗南媽),斗南鎮,宗教社區,23.675432,120.480123,長安路一段126號（順安宮前）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南順安宮(斗南媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.675432,120.480123"
MOOVO-YL-074,斗南田徑場 / 體育館,斗南鎮,觀光休閒,23.684567,120.477654,大成路斗南田徑場正門口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南田徑場 / 體育館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.684567,120.477654"
MOOVO-YL-075,斗南鎮公所 / 圖書館,斗南鎮,機關醫療,23.676543,120.478912,文昌路157號（公所廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南鎮公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.676543,120.478912"
MOOVO-YL-076,國立斗南高級中學,斗南鎮,學校文教,23.678123,120.473412,中山路212號（斗南高中大門）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於國立斗南高級中學，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.678123,120.473412"
MOOVO-YL-077,斗南國小,斗南鎮,學校文教,23.677123,120.483412,文元街斗南國小側門,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.677123,120.483412"
MOOVO-YL-078,文安國小,斗南鎮,學校文教,23.671234,120.485678,文安街文安國小前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於文安國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.671234,120.485678"
MOOVO-YL-079,大東國小,斗南鎮,學校文教,23.688765,120.468912,大東里大東國小大門口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於大東國小，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.688765,120.468912"
MOOVO-YL-080,石龜火車站,斗南鎮,交通轉運,23.642198,120.486543,石龜火車站出口旁,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於石龜火車站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,交通轉運","https://www.google.com/maps/search/?api=1&query=23.642198,120.486543"
MOOVO-YL-081,石龜國小 / 石龜天后宮,斗南鎮,學校文教,23.643412,120.485678,四維路石龜國小前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於石龜國小 / 石龜天后宮，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,學校文教","https://www.google.com/maps/search/?api=1&query=23.643412,120.485678"
MOOVO-YL-082,全聯斗南延平店,斗南鎮,購物商圈,23.682145,120.486543,延平路一段全聯福利中心前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於全聯斗南延平店，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,購物商圈","https://www.google.com/maps/search/?api=1&query=23.682145,120.486543"
MOOVO-YL-083,斗南鎮立河濱公園,斗南鎮,觀光休閒,23.673412,120.476781,河濱公園步道入口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於斗南鎮立河濱公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.673412,120.476781"
MOOVO-YL-084,他里霧文化園區,斗南鎮,觀光休閒,23.679812,120.480891,斗南火車站旁他里霧繪本館前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於他里霧文化園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.679812,120.480891"
MOOVO-YL-085,新光里社區活動中心,斗南鎮,宗教社區,23.701234,120.495612,延平路三段新光活動中心,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,斗南鎮重要MOOVO租借點，位於新光里社區活動中心，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,斗南鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.701234,120.495612"
MOOVO-YL-086,西螺大橋公園 / 蝴蝶公園,西螺鎮,觀光休閒,23.803456,120.463219,西螺大橋南端橋頭公園／高灘地入口,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺大橋公園 / 蝴蝶公園，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.803456,120.463219"
MOOVO-YL-087,西螺轉運站,西螺鎮,交通轉運,23.799812,120.461945,中山路70號（客運轉運站旁）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺轉運站，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,交通轉運","https://www.google.com/maps/search/?api=1&query=23.799812,120.461945"
MOOVO-YL-088,西螺福興宮(太平媽),西螺鎮,宗教社區,23.801234,120.461234,延平路180號（福興宮前老街商圈）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺福興宮(太平媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.801234,120.461234"
MOOVO-YL-089,西螺廣福宮(老大媽),西螺鎮,宗教社區,23.798912,120.465432,新街路32號（廣福宮廟前廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺廣福宮(老大媽)，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,宗教社區","https://www.google.com/maps/search/?api=1&query=23.798912,120.465432"
MOOVO-YL-090,西螺東市場 / 延平老街,西螺鎮,觀光休閒,23.800891,120.462891,延平路東市場文創園區前,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺東市場 / 延平老街，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.800891,120.462891"
MOOVO-YL-091,西螺森活武樹園區,西螺鎮,觀光休閒,23.795432,120.457812,光復西路園區大門,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺森活武樹園區，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,觀光休閒","https://www.google.com/maps/search/?api=1&query=23.795432,120.457812"
MOOVO-YL-092,西螺鎮公所 / 圖書館,西螺鎮,機關醫療,23.796781,120.458912,光復西路20號（公所前廣場）,智慧自行車 (Smart Bike) / 電動輔助車 (E-Bike),MOOVO APP 掃碼 / 電子票證 (悠遊卡/一卡通/TPASS通勤月票),智慧自行車：前半小時享縣府補助優惠 / 電輔車：20元/前30分鐘,正常營運,西螺鎮重要MOOVO租借點，位於西螺鎮公所 / 圖書館，支援APP掃碼與TPASS月票，串聯周邊景點與通勤動線。,"MOOVO,TPASS適用,西螺鎮,機關醫療","https://www.google.com/maps/search/?api=1&query=23.796781,120.458912"
